,SMILES,sp3,n_rings,h_don,h_acc,similarity
428,Cc1c(C(=O)NC2CCCC2C(=O)O)nnn1-c1cccc(Br)c1,0.375,3,2,7,0.13924050632911392
429,Cc1c(C(=O)NCC(C)(C)C(N)=O)nnn1-c1cccc(F)c1,0.3333333333333333,2,3,7,0.15789473684210525
430,Cc1c(CC(=O)NC2C(=O)NCCC2C)nnn1-c1ccc(OC(F)F)cc1,0.4444444444444444,3,2,8,0.07777777777777778
431,Cc1cc(OC(C)C(=O)NCC(CO)c2ccco2)cc(C)n1,0.4117647058823529,2,2,6,0.11688311688311688
432,Cc1ccc(-c2nnc(S)n2CC(=O)NCC2CCC(C)O2)cc1,0.47058823529411764,3,1,6,0.1
433,Cc1ccc(-c2ocnc2C(=O)N2CCC(OCCCO)CC2)cc1,0.47368421052631576,3,1,6,0.1111111111111111
434,Cc1ccc(-n2nnnc2SCC(=O)NC(=O)NCC(F)(F)F)cc1C,0.35714285714285715,2,2,8,0.0963855421686747
435,Cc1ccc(C(=O)NCCc2nnc(S)o2)c(OCC2CCCO2)c1,0.47058823529411764,3,1,7,0.12643678160919541
436,Cc1ccc(CN(C(=O)Cc2ccc(NC(=O)O)cn2)C2CC2)o1,0.35294117647058826,3,2,7,0.09876543209876543
437,Cc1ccc(CNC(=O)NC2CC2(C)C)c(-n2cncn2)c1OC,0.47058823529411764,3,2,7,0.08235294117647059
438,Cc1ccncc1N1CCN(C(=O)c2ccnc(NC(=O)C3CC3)c2)CC1,0.4,4,1,7,0.08536585365853659
439,Cc1ncccc1NC(=O)COc1ccc(C(=O)N2CCCCC2)cc1,0.35,3,1,6,0.10126582278481013
440,Cc1nn(-c2ccc(Br)cc2)c(NC(=O)CCN2CCCC2=O)c1C,0.3888888888888889,3,1,6,0.0975609756097561
441,Cc1oc(-c2cccc(F)c2)nc1C(=O)NCC1CCCNC1=O,0.35294117647058826,3,2,6,0.14634146341463414
442,Cc1sc(C(=O)N2CCC(C(C)O)C2)nc1-c1ccc(Cl)cc1,0.4117647058823529,3,1,4,0.08641975308641975
443,N#CC12CN(Cc3ncc(-c4ccc(Cl)cc4)o3)CCN1C2=O,0.3125,4,0,6,0.08536585365853659
444,N#Cc1ccc(C(=O)NCC2CC(F)CN2Cc2nccs2)cc1F,0.35294117647058826,3,1,5,0.0898876404494382
445,O=C(CSc1nnc(O)n1C1CC1)NC1CCc2ccc(O)cc21,0.4375,4,3,7,0.1111111111111111
446,O=C(NCC1(c2cccc(F)c2)CCOCC1)c1nc(CN)sc1Br,0.4117647058823529,3,3,5,0.13095238095238096
447,CC(=O)N1CC(NC(=O)c2cc(=O)n(C)cn2)C(c2ccc(C)cc2)C1,0.3684210526315789,3,1,7,0.08536585365853659
448,CC(=O)N1CC(NC(=O)c2cnn(C3CC3)c2)C(c2cn(C)cn2)C1,0.5294117647058824,4,1,8,0.05813953488372093
449,CC(=O)N1CC(c2nc(Cc3ccc(Cl)cc3)no2)N(C(C)=O)C1,0.375,3,0,7,0.16
450,CC(=O)N1CCCC(c2n[nH]c(=S)n2Cc2ccco2)(C(=O)O)C1,0.4666666666666667,3,2,8,0.10588235294117647
451,CC(=O)N1CCc2ccc(Oc3nc(C)cs3)cc2C(=O)N(C)C1C,0.3888888888888889,3,0,6,0.09302325581395349
452,CC(=O)NC(C)(C)C(=O)Nc1cc(-c2ccc(Br)cc2)nn1CCO,0.35294117647058826,2,3,7,0.11538461538461539
453,CC(=O)NCC(C)(C)C(=O)Nc1nnc(-c2ccc(Cl)cc2)s1,0.3333333333333333,2,2,6,0.1232876712328767
454,CC(=O)NCC(CC(=O)Nc1nnc(C)n1C1CC1)c1ccc(F)cc1,0.4444444444444444,3,2,7,0.08333333333333333
455,CC(=O)Nc1ccc(C(=O)N2CC(C)(C)C2c2ccco2)c(OC(F)F)c1,0.3684210526315789,3,1,6,0.11627906976744186
456,CC(=O)Nc1nc(C)c(Sc2ccc(F)cc2)n1CC(=O)NC1CC1,0.35294117647058826,3,2,6,0.08433734939759036
457,CC(=O)c1ccc(NC(=O)C2CCC(=O)N(C3CC3)C2c2cccnc2)cc1,0.36363636363636365,4,1,6,0.08333333333333333
458,CC(O)=NC1(COc2cccc(C(=O)NCc3cccnc3)c2)CC1,0.3157894736842105,3,2,6,0.16049382716049382
459,CC(O)CN(C(=O)Cn1cc(C(C)O)cn1)c1ccc(Br)cc1,0.375,2,2,6,0.09210526315789473
460,CC(c1cccc(C(F)(F)F)c1)N(C)C(=O)CCc1nc(C(=O)O)n[nH]1,0.375,2,2,7,0.16666666666666666
461,CC1(C)CCCN1C(=O)CCn1c(S)nnc1-c1cccc(O)c1,0.47058823529411764,3,1,6,0.16883116883116883
462,CCN(CCO)C(=O)NCc1ccc(Cn2ccccc2=O)nc1,0.35294117647058826,2,2,7,0.1375
463,CCN(Cc1cn(C)nn1)C(=O)CSc1cccc(NC(C)=O)c1,0.375,2,1,7,0.12195121951219512
464,CCN(c1cccnc1)S(=O)(=O)c1c[nH]c(C(=O)N2CCCC2)c1,0.375,3,1,7,0.10975609756097561
465,CCNC(=O)C(=Cc1cn(CCCO)nn1)c1cccc(Br)c1,0.3125,2,2,6,0.12345679012345678
466,CCNC(=O)C(C)Nc1nc(-c2cc(Cl)ccc2OC)n[nH]1,0.35714285714285715,2,3,7,0.1111111111111111
467,CCNC(=O)C1CN(C(=O)c2ccc(C(F)(F)F)c(O)n2)Cc2ccccc21,0.3157894736842105,3,2,6,0.10588235294117647
468,CCOc1ccc(SCc2nnc(SCC(=O)NC)s2)cc1,0.35714285714285715,2,1,5,0.11842105263157894
469,CCc1c(NC(=O)C2CN(C)C(=O)N2)cnn1-c1cccc(F)c1,0.3125,3,2,7,0.11904761904761904
470,CCn1cc(CC(=O)Nc2nc(CC(=O)N3CCCC3)cs2)cn1,0.5,3,1,7,0.08433734939759036
471,CN(C)C(=O)CCNC(=O)c1csc(-c2cnn(C)c2)n1,0.38461538461538464,2,1,7,0.10256410256410256
472,CN(CC1CCCN1C(=O)c1cc(-c2ccc(C)cc2)[nH]n1)S(C)(=O)=O,0.4444444444444444,3,1,7,0.10714285714285714
473,CN1CCC(c2nccn2CC(=O)NCc2ccco2)S1(=O)=O,0.42857142857142855,3,1,8,0.09302325581395349
474,CN1CCCC(CNC(=O)c2nn(-c3ccc(F)cc3)cc2O)C1,0.4117647058823529,3,2,6,0.08433734939759036
475,CNC(=O)C(C)NC(=O)c1cnn(-c2ncccc2Cl)c1C(F)F,0.2857142857142857,2,2,7,0.1111111111111111
476,CNC(=O)C1CCc2ccc(NC(=O)C(C)Oc3cccnc3)cc21,0.3157894736842105,3,2,6,0.10588235294117647
477,CNC(=O)C1CN(C(=O)c2nnn(-c3cccc(Br)c3)c2C)C1,0.3333333333333333,3,1,7,0.1282051282051282
478,CNC(=O)C1Cn2c(C)cnc2C1NC(=O)c1ccc(C(C)=O)o1,0.375,3,2,8,0.11392405063291139
479,COC(C)CN(C(=O)Cc1csc(NC(=O)c2ccoc2C)n1)C1CC1,0.5,3,1,7,0.08888888888888889
480,COC(C)c1nc(CNC(=O)N(Cc2ccc(F)cc2)C2CC2)cs1,0.4444444444444444,3,1,5,0.10843373493975904
481,COC(CNC(=O)c1cnn(-c2ncccc2Cl)c1C(F)F)CN,0.35714285714285715,2,3,7,0.11764705882352941
482,COC1(c2nc(CC(=O)N3CCc4[nH]c5ccc(F)cc4c5C3)no2)CCC1,0.45,5,1,7,0.08333333333333333
483,COC1CC(CN2CCCC2)N(c2nc3c(cc2-c2nn[nH]n2)CC3)C1O,0.6666666666666666,5,2,9,0.06521739130434782
484,COCCNc1sc(-c2ccc(C)o2)cc1C(=O)N1CCC(F)(C#N)C1,0.4444444444444444,3,1,6,0.09782608695652174
485,COc1c(C)cnc(CNC(=O)c2coc(CC(N)=O)c2)c1C,0.3125,2,3,7,0.12658227848101267
486,COc1cc(Cl)ccc1-c1nnc(NC(=O)N2C(C)CCC2CO)s1,0.4375,3,2,7,0.10465116279069768
487,COc1ccc(C#N)cc1NC(=O)CCn1cc(C(C)O)nn1,0.3333333333333333,2,2,8,0.10714285714285714
488,COc1ccc(Cl)cc1C(=O)N1CCCC(O)(Cn2ccnn2)C1,0.4375,3,1,7,0.11764705882352941
489,COc1cccc(-c2noc(C3CCCN(C(N)=O)C3)n2)c1C1CC1,0.5,4,2,7,0.14814814814814814
490,CSc1ncc(C(=O)NCC(C)(CO)c2cccc(C)c2)n1C,0.4117647058823529,2,2,5,0.15384615384615385
491,Cc1c(C(=O)N2CC(O)CC2c2ccc(C(F)(F)F)cc2)nnn1C,0.4375,3,1,6,0.07407407407407407
492,Cc1c(C(=O)N2CCC(F)(c3cccc(C(F)(F)F)c3)C2)cnn1C1CCOCC1,0.5238095238095238,4,0,5,0.1111111111111111
493,Cc1c(C(=O)N2CCOC(c3ccco3)C2)cnn1CC(=O)N(C)C,0.47058823529411764,3,0,8,0.10588235294117647
494,Cc1c(C(=O)NC(CC(N)=O)c2cccc(Cl)c2)nnn1C,0.2857142857142857,2,3,7,0.15789473684210525
495,Cc1c(C(=O)NCC(C)(CO)c2ccco2)nn2c1OCCC2,0.5,3,2,7,0.09302325581395349
496,Cc1c(CC(=O)NC(C)(C)C(C)(C)O)cnn1-c1ccc(F)cc1,0.4444444444444444,2,2,5,0.0945945945945946
498,Cc1cc(NC(=O)C(C)C)oc1C(=O)NCCn1cnccc1=O,0.375,2,2,8,0.0975609756097561
499,Cc1cc(NC(=O)C2CC(C)CC(=O)N2)n(-c2cccc(C(F)(F)F)c2)n1,0.3888888888888889,3,2,6,0.10344827586206896
500,Cc1cc(O)nc(CNC(=O)C(C)(O)c2ccc(Cl)cc2)n1,0.26666666666666666,2,3,6,0.125
501,Cc1ccc(CN(CC2CC2)C(=O)c2cc3c(nc2O)CCCC3O)o1,0.5,4,2,6,0.11904761904761904
502,Cc1ccc(F)c(N2CCCC(NC(=O)c3cc(C4CC4)[nH]n3)C2=O)c1,0.42105263157894735,4,2,6,0.08045977011494253
503,Cc1ccc(NC(=O)C2CC(=O)N(c3cn[nH]c3)C2)c(N(C)C)n1,0.375,3,2,8,0.06896551724137931
504,Cc1ccc(OC(F)F)c(CN2C(=O)NC(c3ccc(O)cc3)C2=O)n1,0.23529411764705882,3,2,7,0.07228915662650602
505,Cc1cn(-c2cccnc2)nc1NC(=O)C1CCCN(C)C1=O,0.375,3,1,7,0.08333333333333333
506,Cc1cncn1CC(=O)NCc1ccc(C(=O)N2CCCC2)c(OC)c1,0.42105263157894735,3,1,7,0.14814814814814814
507,Cc1sc(-c2ccco2)nc1CC(=O)NC(C)C1(O)CCOCC1,0.5294117647058824,3,2,6,0.09411764705882353
508,Cn1ccc(C2CCCN(C(=O)c3ccncc3NC(=O)C(F)(F)F)C2)n1,0.4117647058823529,3,1,7,0.07954545454545454
509,N#Cc1cccnc1NCCNS(=O)(=O)c1cnn(CC2CC2)c1,0.4,3,2,8,0.06976744186046512
510,O=C(c1ccc(SCc2cscn2)cn1)N1CC(F)(F)CC1CO,0.4,3,1,5,0.09302325581395349
511,C=C1CCN(C(=O)NC(c2cccc(F)c2)c2nccn2C)CC1,0.3333333333333333,3,1,5,0.10975609756097561
512,CC(=O)NC(C)C(=O)Nc1nnc(SCc2ccc(F)cc2)s1,0.2857142857142857,2,2,6,0.11688311688311688
513,CC(=O)NC(CC(C)C)C(=O)Nc1nnc(-c2cccc(O)c2)o1,0.375,2,3,8,0.16
514,CC(=O)NCC(C)(C)C(=O)Nc1nnc(-c2ccc(Cl)cc2F)s1,0.3333333333333333,2,2,6,0.11392405063291139
515,CC(=O)NCC(C)(C)C(=O)Nc1nnc(Cc2ccc(C)cc2)s1,0.4117647058823529,2,2,6,0.1506849315068493
516,CC(=O)NCC1Cc2cccnc2N1C(=O)Cc1n[nH]c(=N)o1,0.35714285714285715,3,3,9,0.09411764705882353
517,CC(=O)NCCN(Cc1ccc(OC)cc1)C(=O)c1cc2n(n1)CCC2,0.42105263157894735,3,1,7,0.11904761904761904
518,CC(=O)c1c(C)oc2ncnc(NCC3CNCCCO3)c1-c1ccccc12,0.38095238095238093,4,2,7,0.12643678160919541
519,CC1CC(c2cccnc2)N(C(=O)c2ccc(S(N)(=O)=O)n2C)C1,0.375,3,2,7,0.09876543209876543
520,CC1CN(C(=O)c2ccc(Cl)c(NC(=O)c3ccco3)c2)CCCO1,0.3333333333333333,3,1,6,0.12048192771084337
521,CC1CN(c2ccc(C(F)(F)F)cc2C=NNc2ncccc2F)CC(CO)O1,0.3684210526315789,3,2,6,0.08695652173913043
522,CC1NC(=O)N(Cc2ccc(C(F)(F)F)nc2O)C1c1cccc(F)c1,0.29411764705882354,3,2,5,0.10975609756097561
523,CCN(CC1CCN(C(C)=O)C1)c1nnc(-c2cccc(C#N)c2)n1CCO,0.5,3,1,8,0.13333333333333333
524,CCN(CCc1nccs1)C(=O)C(=O)Nc1ccc(=O)n(CC)c1,0.375,2,1,7,0.0963855421686747
525,CCN1C(=O)C2CN(c3nnc(-c4cccc(OC(F)F)c4)n3CC)CCN2C1=O,0.47368421052631576,4,0,9,0.12643678160919541
526,CCN1CCOC(CNC(=O)c2cnn(-c3cccc(Cl)c3)n2)C1,0.4375,3,1,7,0.11627906976744186
527,CCNC(=O)C1CN(C(=O)c2cc3c(C(F)(F)F)cc(O)nc3o2)C1c1cncn1C,0.3684210526315789,4,2,9,0.08421052631578947
528,CCNC(=O)C1CN(C(=O)c2ncoc2-c2ccc(OC(F)F)cc2)C1,0.35294117647058826,3,1,7,0.10714285714285714
529,CCNC(=O)CNC(=O)c1cccnc1SCc1cc(C)on1,0.3333333333333333,2,2,7,0.13924050632911392
530,CCOc1ccc(C2CC2NC(=O)c2ncoc2CC(N)=O)cc1,0.35294117647058826,3,3,7,0.1125
531,CCOc1cccnc1C(=O)N(CCCO)Cc1ccc(Cl)cc1,0.3333333333333333,2,1,5,0.12987012987012986
532,CCn1c(-c2cc[nH]c2)nnc1N1CCC(C(F)C(N)=O)CC1,0.5333333333333333,3,3,7,0.125
533,CCn1c(SCC(=O)NC2CCCC2O)nnc1-c1ccco1,0.5333333333333333,3,2,7,0.10714285714285714
534,CCn1cncc1C1CCCCN1C(=O)Cc1csc(NC(C)=O)c1,0.5,3,1,6,0.09195402298850575
535,CN(CCCO)CC(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,0.3333333333333333,2,2,5,0.10256410256410256
536,CN1CCC(Cc2ccc(C(=O)N3CC(O)CC3c3nc(C)no3)cc2)C1,0.55,4,1,7,0.11904761904761904
537,COC1CCN(C(=O)c2cccnc2SCc2ccc(C)o2)CC1O,0.4444444444444444,3,1,6,0.10227272727272728
538,COCC(=O)NC(c1ccc(C)o1)c1nc2c([nH]1)CCOC2,0.4666666666666667,3,2,7,0.09523809523809523
539,COCC1(NC(=O)c2csc(Nc3ccc(C)cc3)n2)CCOCC1,0.4444444444444444,3,2,6,0.10975609756097561
540,COc1cc(-c2nnc(SC(C)C(=O)NC(N)=O)n2C)ccc1C,0.3333333333333333,2,3,8,0.12658227848101267
541,COc1cc(=NC(=O)C2CCC(=O)N(C3CC3)C2c2ccnn2C)[nH][nH]1,0.5294117647058824,4,2,9,0.07865168539325842
542,COc1cc(CCC(=O)Nc2nc(C)n(C)c2C(=O)NCC#N)ccc1C,0.3684210526315789,2,2,8,0.1728395061728395
543,COc1ccc(-n2cc(CNC(=O)C3CCCNC3=O)nn2)cc1,0.375,3,2,8,0.08235294117647059
544,COc1ccc(Br)cc1-c1cc(CN(CC(=O)O)C2CCC2)on1,0.4117647058823529,3,1,6,0.16455696202531644
545,COc1ccc(C(=O)N2CCCC(CO)(c3ccccn3)C2)cc1N(C)C,0.42857142857142855,3,1,6,0.11494252873563218
546,COc1ccc(C(=O)N2Cc3ncccc3N3CCC3C2)cc1N1CCNC1=O,0.38095238095238093,5,1,8,0.0989010989010989
547,COc1ccc(C)cc1-n1nnnc1SCC(=O)NC(=O)NC1CC1,0.4,3,2,9,0.09195402298850575
548,COc1ccc(C)cc1C=c1sc(=C(C#N)C(=O)NCC(F)F)nc1O,0.23529411764705882,2,2,6,0.08888888888888889
549,COc1ccc(CN(C)C(=O)c2cnn(CC(C)C)c2N)cn1,0.4375,2,2,7,0.14102564102564102
550,COc1ccc(NC(=O)Cc2cccnc2Br)cc1N1CCNC1=O,0.23529411764705882,3,2,7,0.10465116279069768
551,COc1ccc2c(c1)CCCC2C(=O)NC(C)(C)c1ncc[nH]1,0.4444444444444444,3,2,5,0.09523809523809523
552,CSc1ccc(NC(=O)C(c2cccc(F)c2)N2CCOCC2)nc1,0.3333333333333333,3,1,5,0.10714285714285714
553,Cc1c(C(=O)N(C)Cc2cccc(Br)c2)nnn1C1CC(O)CC1O,0.47058823529411764,3,2,7,0.14814814814814814
554,Cc1c(C(=O)NC2CC3CC(CO)C2C3)nnn1-c1ccc(F)c(Cl)c1,0.5,4,2,6,0.0898876404494382
555,Cc1c(C(=O)NCC2CNCCCO2)nnn1-c1ccc(F)c(Cl)c1,0.4375,3,2,7,0.08791208791208792
556,Cc1cc(C(=O)N2CC(=O)N(C)C2c2ccc(Cl)c(F)c2)no1,0.26666666666666666,3,0,6,0.09876543209876543
557,Cc1cc(C(=O)N2CCCC(C(N)=O)C2)c(C)n1-c1nccs1,0.4375,3,2,6,0.1111111111111111
558,Cc1cc(C(=O)NC2CCC(=O)NC2c2cccnc2)c(C)n1C1CCOCC1,0.5,4,2,7,0.0989010989010989
559,Cc1cc(OCC(=O)NCC2(C)CCCCC2O)cc(C)c1-c1cccnc1,0.4782608695652174,3,2,5,0.1411764705882353
560,Cc1cc(Sc2ncccn2)ccc1NC(=O)NOC1CCCCC1,0.3888888888888889,3,2,6,0.12987012987012986
561,Cc1cnn(C2CCN(C(=O)c3c[nH]ccc3=NC(=O)O)CC2)c1,0.375,3,2,8,0.1111111111111111
562,Cc1nc(C2CCOC2)oc1C(=O)NCC(C)(O)c1ccco1,0.5,3,2,7,0.09302325581395349
563,Cc1noc(C)c1CC(C)N=c1cc[nH]c(C(=O)NC(C)CF)c1,0.47058823529411764,2,2,6,0.10843373493975904
564,Cc1oc(-c2ccco2)nc1CC(=O)NC1C(=O)NCC1(C)C,0.4375,3,2,7,0.09523809523809523
565,Cc1oc(CSc2ncccc2C(=O)NCC(N)=O)cc1C(N)=O,0.2,2,5,8,0.18666666666666668
566,Cc1oc(NC(=O)CCc2ccc(C(=O)O)o2)nc1C1CCCNC1,0.47058823529411764,3,3,8,0.14457831325301204
567,Cn1cc(C2OCCCC2C(=O)NCc2ccc(NC)nc2)cn1,0.47058823529411764,3,2,7,0.13253012048192772
568,Cn1cc(C=CC(=O)Nc2ncsc2C(=O)N2CCCC2)ccc1=O,0.29411764705882354,3,1,7,0.07058823529411765
569,N#Cc1cc(F)c(NCC(c2c(F)cccc2Cl)N2CCOCC2)nc1,0.3333333333333333,3,1,5,0.08045977011494253
570,N#Cc1ccc(S(=O)(=O)NCCc2nnc(S)n2C2CC2)cc1,0.35714285714285715,3,1,7,0.075
572,O=C(Cn1ccc(C(F)(F)F)n1)N1CCOC(Cc2ccc(F)cc2)C1,0.4117647058823529,3,0,5,0.10975609756097561
573,O=C(NC1CC(O)C1)C(Cc1cccnc1)n1cccc(C(F)(F)F)c1=O,0.3888888888888889,3,2,6,0.11764705882352941
574,O=C(NCC1CCCN1)c1nc(Cc2ccc3c(c2)COC3)no1,0.47058823529411764,4,2,7,0.16049382716049382
